id,title,author,rating,reviews_count,genre,asin,ISBN10,image_url,url,,,,,,,,,,,,,,,,,,,,,,,
1239,Killing the Rising Sun: How America Vanquished World War II Japan,Bill O'Reilly,4.8 out of 5 stars,10537,"[""Books"",""History"",""Military""]",1627790624,1627790624,"https://images-na.ssl-images-amazon.com/images/I/51egrhnlTiL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/1627790624,,,,,,,,,,,,,,,,,,,,,,,
1240,"Six of Crows (Six of Crows, 1)",Leigh Bardugo,4.7 out of 5 stars,18306,"[""Books"",""Teen & Young Adult"",""Literature & Fiction""]",1627792120,1627792120,"https://images-na.ssl-images-amazon.com/images/I/51RPRMYKkPL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/1627792120,,,,,,,,,,,,,,,,,,,,,,,
1241,"Crooked Kingdom: A Sequel to Six of Crows (Six of Crows, 2)",Leigh Bardugo,4.7 out of 5 stars,15438,"[""Books"",""Teen & Young Adult"",""Literature & Fiction""]",1627792139,9.78163E+12,"https://images-na.ssl-images-amazon.com/images/I/51nMx8A72KL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/1627792139,,,,,,,,,,,,,,,,,,,,,,,
1242,Human Body Activity Book for Kids: Hands-On Fun for Grades K-3,"by Ph.D., Katie Stokes, M.Ed., (Author)",4.7 out of 5 stars,18213,"[""Books"",""Children's Books"",""Growing Up & Facts of Life""]",1641522631,1641522631,"https://images-na.ssl-images-amazon.com/images/I/51OILgQ2vnL._SX218_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/1641522631,,,,,,,,,,,,,,,,,,,,,,,
1243,Killing Crazy Horse: The Merciless Indian Wars in America (Bill O'Reilly's Killing Series),Bill O'Reilly,4.7 out of 5 stars,12831,"[""Books"",""Biographies & Memoirs"",""Community & Culture""]",1627797041,1627797041,"https://images-na.ssl-images-amazon.com/images/I/510KaHCJJRL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/1627797041,,,,,,,,,,,,,,,,,,,,,,,
1244,"The Backyard Bug Book for Kids: Storybook, Insect Facts, and Activities (Let's Learn About Bugs and Animals)",Lauren Davidson,4.8 out of 5 stars,10717,"[""Books"",""Children's Books"",""Animals""]",1641525258,1641525258,"https://images-na.ssl-images-amazon.com/images/I/51k3dN5hIXL._SX218_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/1641525258,,,,,,,,,,,,,,,,,,,,,,,
1245,As A Man Thinketh,James Allen,4.7 out of 5 stars,14252,"[""Books"",""Christian Books & Bibles"",""Christian Living""]",163089012X,163089012X,"https://images-na.ssl-images-amazon.com/images/I/51JZ2xMBSSL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/163089012X,,,,,,,,,,,,,,,,,,,,,,,
1246,"My First Learn to Write Workbook: Practice for Kids with Pen Control, Line Tracing, Letters, and More!",Crystal Radke,4.8 out of 5 stars,64649,"[""Books"",""Children's Books"",""Education & Reference""]",1641526270,�� 1641526270,"https://images-na.ssl-images-amazon.com/images/I/51ABc0hukNL._SX218_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/1641526270,,,,,,,,,,,,,,,,,,,,,,,
1247,The Big Book of Silly Jokes for Kids,Carole P. Roman,4.7 out of 5 stars,15704,"[""Books"",""Children's Books"",""Education & Reference""]",1641526378,1641526378,"https://images-na.ssl-images-amazon.com/images/I/51U1tJLs3pL._SX218_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/1641526378,,,,,,,,,,,,,,,,,,,,,,,
1248,"A Court of Thorns and Roses (A Court of Thorns and Roses, 1)",Sarah J. Maas,4.7 out of 5 stars,35941,"[""Books"",""Science Fiction & Fantasy"",""Fantasy""]",1635575559,1635575559,"https://images-na.ssl-images-amazon.com/images/I/51iQXM7SfoL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/1635575559,,,,,,,,,,,,,,,,,,,,,,,
1249,A Court of Thorns and Roses,Sarah J. Maas,4.7 out of 5 stars,35941,"[""Books"",""Science Fiction & Fantasy"",""Fantasy""]",1635575567,1635575567,"https://images-na.ssl-images-amazon.com/images/I/51RlqfADKXL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/1635575567,,,,,,,,,,,,,,,,,,,,,,,
1250,A Court of Mist and Fury (A Court of Thorns and Roses),Sarah J. Maas,4.9 out of 5 stars,30741,"[""Books"",""Science Fiction & Fantasy"",""Fantasy""]",1635575583,1635575583,"https://images-na.ssl-images-amazon.com/images/I/51uyrF1JUVL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/1635575583,,,,,,,,,,,,,,,,,,,,,,,
1251,"A Court of Wings and Ruin (A Court of Thorns and Roses, 3)",Sarah J. Maas,4.8 out of 5 stars,26225,"[""Books"",""Science Fiction & Fantasy"",""Fantasy""]",1635575605,1635575605,"https://images-na.ssl-images-amazon.com/images/I/51frliR0fOL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/1635575605,,,,,,,,,,,,,,,,,,,,,,,
1252,A Court of Frost and Starlight (A Court of Thorns and Roses),Sarah J. Maas,4.5 out of 5 stars,20404,"[""Books"",""Science Fiction & Fantasy"",""Fantasy""]",1635575621,1635575621,"https://images-na.ssl-images-amazon.com/images/I/51yC+Sag1aL._SY344_BO1,204,203,200_.jpg",https://www.amazon.com/dp/1635575621,,,,,,,,,,,,,,,,,,,,,,,
1253,Piranesi,Susanna Clarke,4.5 out of 5 stars,12573,"[""Books"",""Literature & Fiction"",""Genre Fiction""]",163557563X,163557563X,"https://images-na.ssl-images-amazon.com/images/I/412kWXy8VIL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/163557563X,,,,,,,,,,,,,,,,,,,,,,,
1254,The Bible in 52 Weeks: A Yearlong Bible Study for Women,Dr. Kimberly D. Moore,4.7 out of 5 stars,15861,"[""Books"",""Christian Books & Bibles"",""Bible Study & Reference""]",164152815X,164152815X,"https://images-na.ssl-images-amazon.com/images/I/51QxR+pz+hL._SY344_BO1,204,203,200_.jpg",https://www.amazon.com/dp/164152815X,,,,,,,,,,,,,,,,,,,,,,,
1255,House of Earth and Blood (Crescent City),Sarah J. Maas,4.7 out of 5 stars,18287,"[""Books"",""Literature & Fiction"",""Action & Adventure""]",1635577020,1635577020,"https://images-na.ssl-images-amazon.com/images/I/51b2xFd9XsL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/1635577020,,,,,,,,,,,,,,,,,,,,,,,
1256,Piranesi,Susanna Clarke,4.5 out of 5 stars,12573,"[""Books"",""Literature & Fiction"",""Genre Fiction""]",1635577802,1635577802,"https://images-na.ssl-images-amazon.com/images/I/51NUOWiaWmL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/1635577802,,,,,,,,,,,,,,,,,,,,,,,
1257,The New Jim Crow: Mass Incarceration in the Age of Colorblindness - 10th Anniversary Edition,Michelle Alexander,4.8 out of 5 stars,13147,"[""Books"",""Politics & Social Sciences"",""Politics & Government""]",1620971933,1620971933,"https://images-na.ssl-images-amazon.com/images/I/51nZ5MqeM8L._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/1620971933,,,,,,,,,,,,,,,,,,,,,,,
1258,The New Jim Crow: Mass Incarceration in the Age of Colorblindness,Michelle Alexander,4.8 out of 5 stars,13147,"[""Books"",""Politics & Social Sciences"",""Politics & Government""]",1620975459,1620975459,"https://images-na.ssl-images-amazon.com/images/I/41lqlkfeh0L._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/1620975459,,,,,,,,,,,,,,,,,,,,,,,
1259,"The Ultimate Guide to Modern Calligraphy & Hand Lettering for Beginners: Learn to Letter: A Hand Lettering Workbook with Tips, Techniques, Practice Pages, and Projects",June & Lucy,4.6 out of 5 stars,20760,"[""Books"",""Arts & Photography"",""Drawing""]",1646081498,1646081498,"https://images-na.ssl-images-amazon.com/images/I/51N+pbaGULL._SX258_BO1,204,203,200_.jpg",https://www.amazon.com/dp/1646081498,,,,,,,,,,,,,,,,,,,,,,,
1260,The Ultimate Guide to Modern Calligraphy & Hand Lettering for Beginners,June & Lucy,4.6 out of 5 stars,20760,"[""Books"",""Arts & Photography"",""Drawing""]",1646084357,1646084357,"https://images-na.ssl-images-amazon.com/images/I/512a6Dy4nIL._SX218_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/1646084357,,,,,,,,,,,,,,,,,,,,,,,
1261,The Spell Book for New Witches: Essential Spells to Change Your Life,Ambrosia Hawthorn,4.7 out of 5 stars,13715,"[""Books"",""Religion & Spirituality"",""New Age & Spirituality""]",1646110641,1646110641,"https://images-na.ssl-images-amazon.com/images/I/51HpBKivMeL._SY291_BO1,204,203,200_QL40_ML2_.jpg",https://www.amazon.com/dp/1646110641,,,,,,,,,,,,,,,,,,,,,,,
1262,"Green Witchcraft: A Practical Guide to Discovering the Magic of Plants, Herbs, Crystals, and Beyond",Paige Vanderbeck,4.8 out of 5 stars,11314,"[""Books"",""Religion & Spirituality"",""New Age & Spirituality""]",1646115643,1646115643,"https://images-na.ssl-images-amazon.com/images/I/51TFv-qcFML._SY291_BO1,204,203,200_QL40_ML2_.jpg",https://www.amazon.com/dp/1646115643,,,,,,,,,,,,,,,,,,,,,,,
1263,Wuthering Heights,Emily Brontë,4.6 out of 5 stars,13451,"[""Books"",""Literature & Fiction"",""Genre Fiction""]",1679282727,1679282727,"https://images-na.ssl-images-amazon.com/images/I/41gACtr2pyS._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/1679282727,,,,,,,,,,,,,,,,,,,,,,,
1264,The Girl Who Lived: A Thrilling Suspense Novel,Christopher Greyson,4.3 out of 5 stars,14004,"[""Books"",""Mystery, Thriller & Suspense"",""Thrillers & Suspense""]",1683993055,1683993055,"https://images-na.ssl-images-amazon.com/images/I/51uTPQIJ6WL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/1683993055,,,,,,,,,,,,,,,,,,,,,,,
1265,Now You Are One (Little Bird Greetings),Minnie BirdsongCottage Door Press,4.7 out of 5 stars,13484,"[""Books"",""Children's Books"",""Literature & Fiction""]",168052206X,168052206X,"https://images-na.ssl-images-amazon.com/images/I/516gR9lHZZL._SX218_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/168052206X,,,,,,,,,,,,,,,,,,,,,,,
1266,"100 Flowers: An Adult Coloring Book with Bouquets, Wreaths, Swirls, Patterns, Decorations, Inspirational Designs, and Much More!",Jade Summer,4.7 out of 5 stars,12747,"[""Books"",""Arts & Photography"",""Graphic Design""]",1661264107,1661264107,"https://images-na.ssl-images-amazon.com/images/I/5110cbFUT4L._SX218_BO1,204,203,200_QL40_ML2_.jpg",https://www.amazon.com/dp/1661264107,,,,,,,,,,,,,,,,,,,,,,,
1267,365 Bedtime Stories and Rhymes,Cottage Door Press,4.8 out of 5 stars,10496,"[""Books"",""Children's Books"",""Literature & Fiction""]",1680524046,1680524046,"https://images-na.ssl-images-amazon.com/images/I/51hdipmLs3L._SX218_BO1,204,203,200_QL40_ML2_.jpg",https://www.amazon.com/dp/1680524046,,,,,,,,,,,,,,,,,,,,,,,
1268,"I Love You, Daddy: A Tale of Encouragement and Parental Love between a Father and his Child, Picture Book",Parragon Books,4.8 out of 5 stars,12299,"[""Books"",""Children's Books"",""Growing Up & Facts of Life""]",1680524267,1680524267,"https://images-na.ssl-images-amazon.com/images/I/51ZGBm5u4HL._SX218_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/1680524267,,,,,,,,,,,,,,,,,,,,,,,
1269,Potty Time! (Daniel Tiger's Neighborhood) (Daniel Tiger's Neighborhood Interactive Take-Along Children's Sound Book),Cottage Door Press,4.8 out of 5 stars,13921,"[""Books"",""Children's Books"",""Growing Up & Facts of Life""]",1680524933,1680524933,"https://images-na.ssl-images-amazon.com/images/I/51hXuYqiIPL._SX218_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/1680524933,,,,,,,,,,,,,,,,,,,,,,,
1270,The Power of Your Subconscious Mind,Joseph Murphy,4.6 out of 5 stars,37284,"[""Books"",""Religion & Spirituality"",""New Age & Spirituality""]",1684223911,1684223911,"https://images-na.ssl-images-amazon.com/images/I/31h69Uu267L._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/1684223911,,,,,,,,,,,,,,,,,,,,,,,
1271,The Communist Manifesto,Karl MarxFriedrich Engels,4.3 out of 5 stars,10614,"[""Books"",""Literature & Fiction"",""History & Criticism""]",1684225019,1684225019,"https://images-na.ssl-images-amazon.com/images/I/51oCPkDuVcL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/1684225019,,,,,,,,,,,,,,,,,,,,,,,
1272,"Interesting Stories For Curious People: A Collection of Fascinating Stories About History, Science, Pop Culture and Just About Anything Else You Can Think of",Bill O'Neill,4.5 out of 5 stars,11045,"[""Books"",""Humor & Entertainment"",""Humor""]",164845044X,164845044X,"https://images-na.ssl-images-amazon.com/images/I/51csugYPrJL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/164845044X,,,,,,,,,,,,,,,,,,,,,,,
1273,The Beach House (South Carolina Sunsets),Rachel Hanna,4.3 out of 5 stars,13104,"[""Books"",""Literature & Fiction"",""Genre Fiction""]",1696781868,1696781868,"https://images-na.ssl-images-amazon.com/images/I/41cDUhoyuGL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/1696781868,,,,,,,,,,,,,,,,,,,,,,,
1274,Misjudged: A Legal Thriller (Sam Johnstone),James Chandler,4.3 out of 5 stars,10381,"[""Books"",""Mystery, Thriller & Suspense"",""Thrillers & Suspense""]",1648750346,1648750346,"https://images-na.ssl-images-amazon.com/images/I/41oZarVTXTL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/1648750346,,,,,,,,,,,,,,,,,,,,,,,
1275,A Christmas Carol,Charles Dickens,4.7 out of 5 stars,12865,"[""Books"",""Literature & Fiction"",""Genre Fiction""]",1712674218,1712674218,"https://images-na.ssl-images-amazon.com/images/I/51jCR3YAK0L._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/1712674218,,,,,,,,,,,,,,,,,,,,,,,
1276,Frankenstein,by Mary Shelley (Author),4.6 out of 5 stars,11198,"[""Books"",""Literature & Fiction"",""Genre Fiction""]",1673287883,1673287883,"https://images-na.ssl-images-amazon.com/images/I/41-YmKnOryS._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/1673287883,,,,,,,,,,,,,,,,,,,,,,,
1277,Project Hail Mary MP3-CD,Andy Weir,4.7 out of 5 stars,45207,"[""Books"",""Mystery, Thriller & Suspense"",""Thrillers & Suspense""]",171363029X,171363029X,"https://images-na.ssl-images-amazon.com/images/I/51AbDA7kZGS._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/171363029X,,,,,,,,,,,,,,,,,,,,,,,
1278,"The Ultimate Instant Pot cookbook: Foolproof, Quick & Easy 800 Instant Pot Recipes for Beginners and Advanced Users (Pressure Cooker Recipes)",Simon Rush,4.3 out of 5 stars,16904,"[""Books"",""Cookbooks, Food & Wine"",""Regional & International""]",1699451958,1699451958,"https://images-na.ssl-images-amazon.com/images/I/51Vf5z98lhL._SX218_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/1699451958,,,,,,,,,,,,,,,,,,,,,,,
1279,Air Fryer Cookbook: 600 Effortless Air Fryer Recipes for Beginners and Advanced Users,Jenson William,4.4 out of 5 stars,23542,"[""Books"",""Cookbooks, Food & Wine"",""Cooking Methods""]",1674844468,1674844468,"https://images-na.ssl-images-amazon.com/images/I/51vnvVAsllL._SX218_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/1674844468,,,,,,,,,,,,,,,,,,,,,,,
1280,Instant Pot Pressure Cooker Cookbook: 500 Everyday Recipes for Beginners and Advanced Users. Try Easy and Healthy Instant Pot Recipes.,Jennifer Smith,4.4 out of 5 stars,12662,"[""Books"",""Cookbooks, Food & Wine"",""Regional & International""]",1727408403,1727408403,"https://images-na.ssl-images-amazon.com/images/I/51+5qudi8IS._SX258_BO1,204,203,200_.jpg",https://www.amazon.com/dp/1727408403,,,,,,,,,,,,,,,,,,,,,,,
1281,Pride and Prejudice,Jane Austen,4.6 out of 5 stars,24978,"[""Books"",""Literature & Fiction"",""History & Criticism""]",1676097708,1676097708,"https://images-na.ssl-images-amazon.com/images/I/31tJzBmff8L._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/1676097708,,,,,,,,,,,,,,,,,,,,,,,
1282,"A Court of Silver Flames (A Court of Thorns and Roses, 5)",Sarah J. Maas,4.8 out of 5 stars,38009,"[""Books"",""Literature & Fiction"",""Action & Adventure""]",168119628X,168119628X,"https://images-na.ssl-images-amazon.com/images/I/51jbLXlw5kL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/168119628X,,,,,,,,,,,,,,,,,,,,,,,
1283,"Trace Letters: Alphabet Handwriting Practice workbook for kids: Preschool writing Workbook with Sight words for Pre K, Kindergarten and Kids Ages 3-5. ABC print handwriting book",Sujatha Lalgudi,4.8 out of 5 stars,14782,"[""Books"",""Children's Books"",""Education & Reference""]",1686456964,1686456964,"https://images-na.ssl-images-amazon.com/images/I/51hmYXbGFrL._SX218_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/1686456964,,,,,,,,,,,,,,,,,,,,,,,
1284,"Tower of Dawn (Throne of Glass, 6)",Sarah J. Maas,4.7 out of 5 stars,10912,"[""Books"",""Teen & Young Adult"",""Literature & Fiction""]",168119922X,168119922X,"https://images-na.ssl-images-amazon.com/images/I/51dTrELGv4L._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/168119922X,,,,,,,,,,,,,,,,,,,,,,,
1285,BLOODY ALPHABET: The Scariest Serial Killers Coloring Book. A True Crime Adult Gift - Full of Famous Murderers. For Adults Only. (True Crime Gifts),by Brian Berry (Author),4.7 out of 5 stars,11335,"[""Books"",""Crafts, Hobbies & Home"",""Crafts & Hobbies""]",170201939X,170201939X,"https://images-na.ssl-images-amazon.com/images/I/61pThDaQObL._SX218_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/170201939X,,,,,,,,,,,,,,,,,,,,,,,
1286,The Picture of Dorian Gray,Oscar Wilde,4.5 out of 5 stars,10147,"[""Books"",""LGBTQ+ Books"",""Literature & Fiction""]",1686705026,1686705026,"https://images-na.ssl-images-amazon.com/images/I/41-cEvn5QmS._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/1686705026,,,,,,,,,,,,,,,,,,,,,,,
1287,The Last Flight: A Novel,Julie Clark,4.4 out of 5 stars,17362,"[""Books"",""Mystery, Thriller & Suspense"",""Thrillers & Suspense""]",1728215722,1728215722,"https://images-na.ssl-images-amazon.com/images/I/41CWiF9WANL._SY291_BO1,204,203,200_QL40_ML2_.jpg",https://www.amazon.com/dp/1728215722,,,,,,,,,,,,,,,,,,,,,,,
1288,The Last Flight,Julie Clark,4.4 out of 5 stars,17362,"[""Books"",""Mystery, Thriller & Suspense"",""Thrillers & Suspense""]",1728234220,1728234220,"https://images-na.ssl-images-amazon.com/images/I/41TTbDyaUFL._SY291_BO1,204,203,200_QL40_ML2_.jpg",https://www.amazon.com/dp/1728234220,,,,,,,,,,,,,,,,,,,,,,,
1289,"A Touch of Darkness (Hades X Persephone, 1)",Scarlett St. Clair,4.5 out of 5 stars,10700,"[""Books"",""Science Fiction & Fantasy"",""Fantasy""]",1728258456,1728258456,"https://images-na.ssl-images-amazon.com/images/I/41phb-gSZrL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/1728258456,,,,,,,,,,,,,,,,,,,,,,,
1290,"Good Vibes, Good Life: How Self-Love Is the Key to Unlocking Your Greatness",Vex King,4.7 out of 5 stars,20082,"[""Books"",""Self-Help"",""Happiness""]",1788171829,1788171829,"https://images-na.ssl-images-amazon.com/images/I/31qgID8AIVL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/1788171829,,,,,,,,,,,,,,,,,,,,,,,
1291,Verity,Colleen Hoover,4.6 out of 5 stars,42924,"[""Books"",""Mystery, Thriller & Suspense"",""Thrillers & Suspense""]",1791392792,1791392792,"https://images-na.ssl-images-amazon.com/images/I/410i2hlkSLL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/1791392792,,,,,,,,,,,,,,,,,,,,,,,
1292,"The Deal (Off-Campus, 1)",Elle Kennedy,4.6 out of 5 stars,18449,"[""Books"",""Romance"",""Contemporary""]",1775293939,1775293939,"https://images-na.ssl-images-amazon.com/images/I/51XP15Cw1hL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/1775293939,,,,,,,,,,,,,,,,,,,,,,,
1293,When Breath Becomes Air,Paul Kalanithi,4.7 out of 5 stars,22457,"[""Books"",""Medical Books"",""Medicine""]",1784701998,9.78178E+12,"https://images-na.ssl-images-amazon.com/images/I/41SCBhKldyL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/1784701998,,,,,,,,,,,,,,,,,,,,,,,
1294,Homo Deus: A Brief History of Tomorrow,by HARARI YUVAL NOAH (Author),4.6 out of 5 stars,12984,"[""Books"",""Science & Math"",""Biological Sciences""]",1784703931,1784703931,"https://images-na.ssl-images-amazon.com/images/I/41x9l0H2UGL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/1784703931,,,,,,,,,,,,,,,,,,,,,,,
1295,Later,Stephen King,4.5 out of 5 stars,24619,"[""Books"",""Mystery, Thriller & Suspense"",""Mystery""]",1789096499,1789096499,"https://images-na.ssl-images-amazon.com/images/I/51yE3VPu3RL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/1789096499,,,,,,,,,,,,,,,,,,,,,,,
1296,"Secret Garden: An Inky Treasure Hunt and Coloring Book (For Adults, mindfulness coloring)",Johanna Basford,4.7 out of 5 stars,13897,"[""Books"",""Arts & Photography"",""Graphic Design""]",1780671067,9.78178E+12,"https://images-na.ssl-images-amazon.com/images/I/61yAJSJMecS._SX218_BO1,204,203,200_QL40_ML2_.jpg",https://www.amazon.com/dp/1780671067,,,,,,,,,,,,,,,,,,,,,,,
1297,Dare to Lead: Brave Work. Tough Conversations. Whole Hearts.,by B. Brown (Author),4.7 out of 5 stars,12948,"[""Books"",""Business & Money"",""Business Culture""]",1785042149,1785042149,"https://images-na.ssl-images-amazon.com/images/I/41SKDmSnTrL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/1785042149,,,,,,,,,,,,,,,,,,,,,,,
1298,Maybe You Should Talk to Someone,Lori Gottlieb,4.6 out of 5 stars,15836,"[""Books"",""Self-Help"",""Relationships""]",1799700569,1799700569,"https://images-na.ssl-images-amazon.com/images/I/41EV14+A8SL._SY344_BO1,204,203,200_.jpg",https://www.amazon.com/dp/1799700569,,,,,,,,,,,,,,,,,,,,,,,
1299,The Secrets We Keep: A gripping emotional page turner,Kate Hewitt,4.2 out of 5 stars,10919,"[""Books"",""Literature & Fiction"",""Genre Fiction""]",178681630X,178681630X,"https://images-na.ssl-images-amazon.com/images/I/519p1EmAHRL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/178681630X,,,,,,,,,,,,,,,,,,,,,,,
1300,The Old Man and the Sea,Ernest Hemingway,4.6 out of 5 stars,14695,"[""Books"",""Literature & Fiction"",""Action & Adventure""]",1781396817,1781396817,"https://images-na.ssl-images-amazon.com/images/I/41nNBgozsOL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/1781396817,,,,,,,,,,,,,,,,,,,,,,,
1301,The Answer Is . . .: Reflections on My Life,Alex Trebek,4.8 out of 5 stars,10616,"[""Books"",""Biographies & Memoirs"",""Arts & Literature""]",179711588X,179711588X,"https://images-na.ssl-images-amazon.com/images/I/51bFWIHBHcL._SX218_BO1,204,203,200_QL40_ML2_.jpg",https://www.amazon.com/dp/179711588X,,,,,,,,,,,,,,,,,,,,,,,
1302,Moonology Oracle Cards: A 44-Card Deck and Guidebook,Yasmin Boland,4.9 out of 5 stars,18921,"[""Books"",""Religion & Spirituality"",""New Age & Spirituality""]",1781809968,1781809968,"https://images-na.ssl-images-amazon.com/images/I/51tMhWtS0hL._SX218_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/1781809968,,,,,,,,,,,,,,,,,,,,,,,
1303,American Marxism,Mark R. Levin,4.9 out of 5 stars,23204,"[""Books"",""Politics & Social Sciences"",""Politics & Government""]",179712207X,179712207X,"https://images-na.ssl-images-amazon.com/images/I/51jrPkKjK8S._SX218_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/179712207X,,,,,,,,,,,,,,,,,,,,,,,
1304,The Last Thing He Told Me: A Novel,Laura Dave,4.3 out of 5 stars,56878,"[""Books"",""Literature & Fiction"",""Genre Fiction""]",1797124749,1797124749,"https://images-na.ssl-images-amazon.com/images/I/511MXnGvZkS._SX218_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/1797124749,,,,,,,,,,,,,,,,,,,,,,,
1305,State of Terror: A Novel,Louise PennyHillary Rodham Clinton,4.5 out of 5 stars,11771,"[""Books"",""Mystery, Thriller & Suspense"",""Thrillers & Suspense""]",1797128507,1797128507,"https://images-na.ssl-images-amazon.com/images/I/51FPFs5v+oL._SX258_BO1,204,203,200_.jpg",https://www.amazon.com/dp/1797128507,,,,,,,,,,,,,,,,,,,,,,,
1306,How to Draw 101 Animals (1),Dan Green,4.7 out of 5 stars,18519,"[""Books"",""Children's Books"",""Arts, Music & Photography""]",1842297406,1842297406,"https://images-na.ssl-images-amazon.com/images/I/61oHAXZX7ML._SX218_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/1842297406,,,,,,,,,,,,,,,,,,,,,,,
1307,The Obesity Code - Unlocking the Secrets of Weight Loss (Book 1),Dr. Jason Fung,4.6 out of 5 stars,21093,"[""Books"",""Medical Books"",""Medicine""]",1771641258,1771641258,"https://images-na.ssl-images-amazon.com/images/I/410DxIqMTmL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",https://www.amazon.com/dp/1771641258,,,,,,,,,,,,,,,,,,,,,,,
1308,The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,4.7 out of 5 stars,69648,"[""Books"",""Self-Help"",""Personal Transformation""]",1878424319,9.78188E+12,"https://images-na.ssl-images-amazon.com/images/I/51n1v-iqXBL._SY291_BO1,204,203,200_QL40_ML2_.jpg",https://www.amazon.com/dp/1878424319,,,,,,,,,,,,,,,,,,,,,,,
